ID,Categoria,Produto,Preco,Custo,Marca,Data,Estoque,Status,Pagamento_Comum,Avaliacao,Qtd_Comprada
2802,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-09-07,65,Em Trânsito,Boleto,4.7,1
2803,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-04-25,55,Em Trânsito,Cartão de Crédito,3.8,2
2804,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-07-20,13,Disponível,Cartão de Crédito,3.1,2
2805,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-04-07,38,Em Trânsito,Cartão de Crédito,4.0,1
2806,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-08-08,91,Esgotado,Transferência Bancária,3.9,1
2807,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-11-02,31,Disponível,Transferência Bancária,4.0,1
2808,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-12-09,24,Esgotado,Boleto,4.2,1
2809,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-01-31,21,Em Trânsito,Pix,4.0,2
2810,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-03-17,92,Disponível,Cartão de Crédito,3.0,2
2811,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-03-01,32,Disponível,Cartão de Crédito,3.0,1
2812,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-06-06,60,Esgotado,Transferência Bancária,4.5,1
2813,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-09-24,14,Em Trânsito,Boleto,4.7,1
2814,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-11-27,38,Em Trânsito,Transferência Bancária,4.6,2
2815,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-01-08,99,Esgotado,Pix,3.8,2
2816,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-02-05,12,Disponível,Pix,4.5,1
2817,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-09-18,50,Disponível,Boleto,3.0,2
2818,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-03-10,79,Esgotado,Transferência Bancária,5.0,1
2819,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-11-11,82,Esgotado,Boleto,3.9,1
2820,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-03-26,68,Em Trânsito,Boleto,3.7,2
2821,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-11-19,26,Esgotado,Transferência Bancária,3.3,2
2822,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-03-01,6,Em Trânsito,Transferência Bancária,4.3,1
2823,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-03-01,59,Em Trânsito,Transferência Bancária,4.5,1
2824,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-01-29,58,Esgotado,Transferência Bancária,3.8,2
2825,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-02-29,93,Disponível,Cartão de Crédito,4.3,1
2826,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-12-29,67,Em Trânsito,Boleto,4.5,1
2827,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-03-18,79,Esgotado,Cartão de Crédito,4.0,2
2828,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-12-28,74,Em Trânsito,Boleto,3.4,1
2829,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-11-02,70,Em Trânsito,Pix,4.2,1
2830,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-05-05,62,Disponível,Cartão de Crédito,4.6,1
2831,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-02-07,49,Esgotado,Cartão de Crédito,4.6,2
2832,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-30,83,Em Trânsito,Boleto,3.8,2
2833,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-12-05,85,Disponível,Transferência Bancária,3.6,1
2834,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-12-14,82,Esgotado,Cartão de Crédito,4.9,2
2835,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-12-15,6,Em Trânsito,Boleto,4.7,1
2836,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-11-23,87,Esgotado,Cartão de Crédito,3.7,1
2837,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-03-19,43,Disponível,Cartão de Crédito,4.7,1
2838,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-07-19,89,Esgotado,Transferência Bancária,4.7,2
2839,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-08-09,11,Em Trânsito,Boleto,4.1,2
2840,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-07-03,47,Esgotado,Pix,3.4,1
2841,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-01-27,56,Esgotado,Cartão de Crédito,4.8,2
2842,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-03-19,27,Disponível,Pix,4.9,1
2843,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-11-23,12,Disponível,Transferência Bancária,4.7,2
2844,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-05-14,33,Em Trânsito,Pix,3.3,1
2845,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-11-04,78,Disponível,Transferência Bancária,3.9,1
2846,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-01-25,93,Em Trânsito,Pix,3.6,1
2847,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-08-26,70,Esgotado,Cartão de Crédito,4.8,1
2848,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-03-07,42,Esgotado,Pix,4.4,1
2849,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-07-14,85,Disponível,Boleto,4.8,2
2850,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-08-23,29,Disponível,Cartão de Crédito,3.8,1
2851,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-09-08,39,Disponível,Pix,4.2,1
2852,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-07-11,39,Em Trânsito,Transferência Bancária,3.7,1
2853,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-09-28,8,Em Trânsito,Transferência Bancária,4.4,2
2854,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-03-22,48,Esgotado,Cartão de Crédito,4.3,2
2855,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-12-25,71,Disponível,Transferência Bancária,3.9,1
2856,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-02-12,94,Em Trânsito,Cartão de Crédito,4.0,1
2857,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-08-08,12,Esgotado,Transferência Bancária,3.5,2
2858,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-02-12,57,Esgotado,Cartão de Crédito,4.2,1
2859,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-02-02,57,Em Trânsito,Pix,4.5,2
2860,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-01-02,25,Esgotado,Pix,4.1,2
2861,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-10-23,99,Esgotado,Boleto,3.2,2
2862,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-02-14,83,Em Trânsito,Transferência Bancária,3.4,1
2863,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-03-20,43,Em Trânsito,Transferência Bancária,4.1,2
2864,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-03-27,28,Em Trânsito,Transferência Bancária,3.3,2
2865,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-04-12,56,Disponível,Transferência Bancária,4.9,1
2866,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-06-26,73,Disponível,Boleto,5.0,2
2867,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-05-05,17,Disponível,Pix,3.6,1
2868,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-04-03,43,Em Trânsito,Cartão de Crédito,3.8,1
2869,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-10-16,32,Em Trânsito,Pix,3.2,2
2870,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-04-01,65,Disponível,Pix,4.7,1
2871,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-05-28,50,Esgotado,Cartão de Crédito,3.7,1
2872,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-05-04,90,Em Trânsito,Boleto,4.0,1
2873,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-10-27,44,Esgotado,Transferência Bancária,4.5,1
2874,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-05-29,28,Disponível,Boleto,3.6,1
2875,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-12-27,52,Esgotado,Boleto,3.2,1
2876,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-01-03,83,Em Trânsito,Cartão de Crédito,4.0,2
2877,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-08-02,60,Disponível,Boleto,3.4,2
2878,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-08-06,33,Disponível,Pix,4.4,2
2879,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-11-10,69,Em Trânsito,Cartão de Crédito,4.4,1
2880,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-06-16,64,Em Trânsito,Pix,3.2,2
2881,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-11-15,42,Esgotado,Cartão de Crédito,4.6,1
2882,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-01-03,74,Esgotado,Pix,4.4,1
2883,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-02-17,31,Em Trânsito,Pix,4.3,1
2884,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-03-30,39,Disponível,Pix,4.1,1
2885,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-04-19,81,Esgotado,Cartão de Crédito,4.2,2
2886,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-10-16,78,Disponível,Pix,4.5,1
2887,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-06-15,26,Esgotado,Pix,4.4,2
2888,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-03-17,74,Em Trânsito,Boleto,4.4,1
2889,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-03-26,40,Esgotado,Pix,3.7,1
2890,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-03-17,68,Esgotado,Transferência Bancária,4.7,1
2891,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-12-12,93,Em Trânsito,Cartão de Crédito,4.5,2
2892,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-01-05,36,Esgotado,Pix,4.8,2
2893,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-10-29,59,Em Trânsito,Boleto,4.9,1
2894,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-01-13,24,Disponível,Cartão de Crédito,3.7,2
2895,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-04-04,60,Disponível,Boleto,3.9,1
2896,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-09-07,77,Em Trânsito,Pix,4.5,1
2897,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-09-26,13,Esgotado,Boleto,3.7,1
2898,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-07-21,78,Esgotado,Boleto,3.6,1
2899,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-05-21,14,Disponível,Cartão de Crédito,3.0,1
2900,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-01-12,75,Disponível,Pix,3.4,2
2901,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-09-09,46,Esgotado,Cartão de Crédito,3.3,1
2902,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-12-13,67,Disponível,Cartão de Crédito,3.0,2
2903,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-01-07,82,Disponível,Transferência Bancária,4.6,1
2904,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-07-10,45,Em Trânsito,Pix,3.1,2
2905,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-10-28,41,Disponível,Pix,4.4,1
2906,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-02-06,87,Disponível,Boleto,5.0,2
2907,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-09-13,34,Esgotado,Pix,4.2,1
2908,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-10-21,56,Esgotado,Pix,4.2,1
2909,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-05-14,15,Em Trânsito,Transferência Bancária,3.5,1
2910,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-05-21,99,Em Trânsito,Transferência Bancária,4.3,1
2911,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-06-27,32,Esgotado,Pix,4.0,2
2912,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-01-10,55,Disponível,Boleto,4.5,2
2913,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-06-03,88,Disponível,Boleto,4.7,2
2914,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-09-03,17,Esgotado,Transferência Bancária,4.3,1
2915,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-09-16,78,Disponível,Pix,3.4,1
2916,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-11-03,93,Disponível,Boleto,3.3,2
2917,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-02-27,41,Disponível,Transferência Bancária,3.6,2
2918,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-01-17,84,Esgotado,Boleto,4.5,1
2919,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-06-14,9,Em Trânsito,Pix,3.1,1
2920,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-03-30,14,Disponível,Pix,4.6,2
2921,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-06-09,15,Esgotado,Cartão de Crédito,4.6,1
2922,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-06-06,98,Esgotado,Boleto,3.0,2
2923,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-06-04,27,Esgotado,Pix,3.3,1
2924,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-06-26,53,Esgotado,Pix,3.1,1
2925,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-07-12,7,Em Trânsito,Transferência Bancária,3.9,1
2926,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-04-22,100,Disponível,Cartão de Crédito,4.9,2
2927,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-11-16,60,Esgotado,Boleto,3.6,1
2928,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-08-20,84,Em Trânsito,Boleto,3.1,2
2929,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-12-17,73,Esgotado,Transferência Bancária,3.2,2
2930,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-09-28,84,Esgotado,Pix,3.2,1
2931,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-09-02,61,Esgotado,Cartão de Crédito,4.0,2
2932,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-07-12,62,Disponível,Transferência Bancária,4.5,1
2933,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-11-26,86,Esgotado,Boleto,3.0,2
2934,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-01-22,50,Em Trânsito,Boleto,4.5,1
2935,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-04-01,94,Esgotado,Cartão de Crédito,3.3,1
2936,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-01-06,57,Em Trânsito,Cartão de Crédito,3.8,2
2937,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-12-06,40,Esgotado,Cartão de Crédito,3.1,2
2938,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-11-05,87,Disponível,Boleto,3.9,1
2939,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-11-18,46,Esgotado,Boleto,4.4,2
2940,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-07-19,14,Esgotado,Transferência Bancária,4.1,1
2941,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-03-09,6,Esgotado,Boleto,3.1,1
2942,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-06-25,15,Disponível,Cartão de Crédito,4.6,1
2943,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-11-20,9,Em Trânsito,Pix,3.1,1
2944,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-06-03,11,Em Trânsito,Boleto,4.2,1
2945,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-02-11,17,Disponível,Cartão de Crédito,4.3,1
2946,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-02-04,29,Disponível,Transferência Bancária,3.2,1
2947,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-06-01,1,Esgotado,Boleto,4.7,1
2948,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-02-24,60,Esgotado,Boleto,4.8,1
2949,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-04-20,48,Em Trânsito,Transferência Bancária,4.9,1
2950,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-08-28,78,Disponível,Cartão de Crédito,4.4,1
2951,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-10-03,78,Em Trânsito,Pix,3.6,1
2952,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-03-26,26,Disponível,Cartão de Crédito,4.4,1
2953,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-10-04,60,Esgotado,Cartão de Crédito,3.4,1
2954,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-11-15,16,Esgotado,Transferência Bancária,3.9,2
2955,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-01-09,95,Em Trânsito,Pix,3.3,1
2956,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-05-03,16,Esgotado,Boleto,3.2,2
2957,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-10-09,35,Esgotado,Cartão de Crédito,4.0,1
2958,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-02-15,38,Disponível,Cartão de Crédito,4.4,1
2959,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-11-03,90,Em Trânsito,Cartão de Crédito,4.2,2
2960,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-07-09,39,Esgotado,Cartão de Crédito,4.6,1
2961,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-12-10,10,Esgotado,Cartão de Crédito,4.1,2
2962,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-05-30,64,Em Trânsito,Pix,3.5,2
2963,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-08-16,8,Em Trânsito,Transferência Bancária,4.3,2
2964,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-11-08,34,Esgotado,Boleto,4.4,1
2965,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-03-15,77,Disponível,Pix,4.7,2
2966,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-09-10,99,Em Trânsito,Transferência Bancária,4.6,2
2967,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-11-06,98,Disponível,Boleto,4.1,2
2968,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-08-20,62,Disponível,Boleto,3.5,2
2969,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-02-17,35,Esgotado,Pix,4.0,1
2970,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-07-04,74,Disponível,Pix,3.3,2
2971,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-11-05,64,Esgotado,Cartão de Crédito,3.4,2
2972,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-01-17,47,Esgotado,Pix,4.9,1
2973,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-07-12,83,Em Trânsito,Pix,4.7,1
2974,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-05-01,31,Em Trânsito,Transferência Bancária,4.5,1
2975,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-05-04,19,Esgotado,Pix,3.4,1
2976,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-12-08,69,Esgotado,Cartão de Crédito,3.8,2
2977,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-04-24,69,Em Trânsito,Cartão de Crédito,3.4,1
2978,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-01-20,94,Esgotado,Boleto,3.9,1
2979,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-07-22,15,Em Trânsito,Transferência Bancária,3.2,1
2980,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-12-08,85,Disponível,Transferência Bancária,3.8,1
2981,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-02-06,39,Disponível,Pix,4.0,2
2982,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-09-10,8,Disponível,Boleto,3.9,2
2983,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-04-05,47,Esgotado,Pix,3.5,1
2984,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-03-06,74,Esgotado,Boleto,4.3,1
2985,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-07-15,66,Em Trânsito,Boleto,4.7,1
2986,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-02-03,77,Disponível,Transferência Bancária,4.2,1
2987,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-04-15,81,Esgotado,Pix,4.0,1
2988,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-02-04,100,Disponível,Transferência Bancária,4.2,1
2989,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-10-15,98,Esgotado,Cartão de Crédito,5.0,2
2990,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-04-23,17,Disponível,Boleto,3.5,1
2991,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-05-15,91,Disponível,Cartão de Crédito,3.8,1
2992,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-09-30,61,Esgotado,Boleto,4.3,1
2993,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-04-07,46,Em Trânsito,Pix,3.0,1
2994,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-12-22,49,Esgotado,Transferência Bancária,4.2,1
2995,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-11-27,83,Disponível,Cartão de Crédito,4.8,1
2996,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-02-05,22,Em Trânsito,Transferência Bancária,4.2,2
2997,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-11-26,5,Em Trânsito,Cartão de Crédito,4.6,1
2998,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-01-30,100,Esgotado,Transferência Bancária,4.2,1
2999,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-06-23,69,Disponível,Cartão de Crédito,3.2,2
3000,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-02,47,Em Trânsito,Transferência Bancária,3.5,1
3001,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-02-27,98,Esgotado,Pix,4.4,2
3002,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-11-13,68,Em Trânsito,Cartão de Crédito,4.6,2
3003,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-10-25,24,Esgotado,Pix,3.0,1
3004,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-07-07,30,Disponível,Pix,4.2,1
3005,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-10-31,16,Em Trânsito,Pix,4.1,1
3006,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-01-15,73,Em Trânsito,Transferência Bancária,4.8,1
3007,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-12-05,98,Disponível,Pix,4.6,1
3008,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-08-16,65,Em Trânsito,Boleto,4.8,2
3009,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-04-28,81,Em Trânsito,Pix,4.5,1
3010,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-04-10,36,Disponível,Transferência Bancária,4.7,1
3011,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-05-03,84,Esgotado,Pix,3.2,2
3012,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-07-13,21,Disponível,Transferência Bancária,3.6,1
3013,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-03-16,23,Em Trânsito,Pix,4.4,2
3014,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-08-21,84,Disponível,Pix,4.9,1
3015,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-04-23,32,Disponível,Cartão de Crédito,4.0,1
3016,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-01-11,54,Disponível,Cartão de Crédito,4.3,1
3017,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-05-14,24,Disponível,Transferência Bancária,4.2,1
